uid,C1,C2,C3,C4,C5,C6,C7,C8,CBD,E1,E2,E3,E4,N1,NE1,NE2,NE3,W1,W2,W3
2726716,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2727236,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.6,0
2727290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2727372,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0
2727503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2727515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2727678,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2728371,0.14285714285714285,0,0,0,0.07142857142857142,0,0,0.07142857142857142,0,0,0.07142857142857142,0,0.07142857142857142,0,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,0,0
2728427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2730059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2731848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2731925,0.06060606060606061,0.09090909090909091,0,0.030303030303030304,0.09090909090909091,0.09090909090909091,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.12121212121212122,0,0,0.030303030303030304,0,0,0.030303030303030304,0
2733437,0.2,0,0,0,0.4,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
2739867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2740039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740585,0,0,0.3333333333333333,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
2740741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2741261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2743355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2743641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2743998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2744448,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2744453,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
2745017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2745152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2745274,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0,0,0.09090909090909091,0.2727272727272727,0,0,0,0,0,0,0.09090909090909091,0,0,0,0.09090909090909091
2745356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2745655,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0
2745754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2746866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746928,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2747160,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0
2748068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2748674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2749397,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2750023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2750104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754985,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0
2755009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2756816,0,0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.3333333333333333,0,0,0.25,0,0,0,0,0,0,0.08333333333333333,0,0,0,0
2757301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2758116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2758146,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0.4,0,0,0,0,0,0,0
2758201,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758336,0.0625,0.1875,0,0,0.0625,0,0,0,0.0625,0.1875,0,0,0.375,0,0,0.0625,0,0,0,0
2758957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2759068,0,0,0,0,0.125,0.125,0,0,0.25,0.375,0,0,0.125,0,0,0,0,0,0,0
2759134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2759601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2759650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2759992,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0
2760199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2760957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761384,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0.3333333333333333,0
2762032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2762131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2763263,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0.25,0,0,0,0,0
2763712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764927,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0
2764940,0,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
2766026,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766085,0,0,0.6666666666666666,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
2766464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2768848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2769422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2771026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2772011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2772952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2774601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2776607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2776621,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2777649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2778267,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0
2778403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2779545,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0
2779637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780188,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
2780561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780606,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2780819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2780963,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
2781092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2781541,0,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
2781693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2781899,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
2782063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2783159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2785128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0.125,0
2785380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2786380,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0
2786431,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
2786462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2786744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2787023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2787050,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787591,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0
2787999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788613,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792539,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0
2792870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2797325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799536,0.14285714285714285,0,0,0,0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.35714285714285715,0,0,0,0,0,0,0.07142857142857142,0,0,0,0
2800639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2801015,0,0.037037037037037035,0.037037037037037035,0,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.037037037037037035,0,0.07407407407407407,0,0,0,0.37037037037037035,0.14814814814814814,0.037037037037037035,0,0,0
2801786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2802461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805947,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,0,0
2806016,0,0,0,0,0,0,0,0.3333333333333333,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0
2806285,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0
2808162,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
2808303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2808473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2809607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2809843,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2810245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2810666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2810821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2811129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
2811289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813357,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,0,0
2813795,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
2813945,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
2815781,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.4,0,0.2,0,0,0
2816318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2816335,0,0,0,0,0,0,0,0,0,0.375,0,0.125,0.25,0,0,0,0.25,0,0,0
2816336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2816381,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0
2817575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2817663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818587,0.0625,0,0,0.0625,0.0625,0,0,0,0.0625,0,0.0625,0,0.0625,0,0,0,0,0.0625,0.5625,0
2819704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2821827,0,0,0.5,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2827118,0,0,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0
2828493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2828848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2828974,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.6666666666666666,0,0,0,0,0,0,0.16666666666666666,0
2829353,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2829484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2829485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2831527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2832533,0.028169014084507043,0.028169014084507043,0.04225352112676056,0.014084507042253521,0.056338028169014086,0.028169014084507043,0.056338028169014086,0.5492957746478874,0.07042253521126761,0,0.056338028169014086,0.056338028169014086,0,0.014084507042253521,0,0,0,0,0,0
2832810,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
2832851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2833807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2833947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2834105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2834238,0,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0.6666666666666666,0,0,0,0,0,0
2834289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2834314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2834448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2834688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2834986,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
2835304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835639,0,0,0,0,0,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
2836004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2836937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837534,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0
2837662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2838507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2840224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2840402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2840584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2841112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0
2842021,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
2842332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2843550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2843776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2844052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
2845076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2846744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2846870,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2848230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2851497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2852546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2854526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2856625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2858422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2858597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0,0,0,0.14285714285714285,0
2859331,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0
2859436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2860289,0,0.07142857142857142,0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0,0.2857142857142857,0.07142857142857142,0,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0
2860364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2860762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2861065,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
2861128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2861271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2862426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2862568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2864006,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0
2864292,0,0,0,0,0.16666666666666666,0,0,0,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0
2864319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2864602,0,0.3157894736842105,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.05263157894736842,0,0,0.15789473684210525,0,0,0,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0
2864800,0,0,0,0.09090909090909091,0,0,0,0.18181818181818182,0,0.2727272727272727,0,0,0,0,0,0,0,0,0.45454545454545453,0
2865230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865270,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
2865281,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0.18181818181818182,0,0,0,0.09090909090909091,0,0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0,0,0
2865450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2865669,0,0,0.4,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0
2865684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0
2866014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2866044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2866052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2866326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0
2866572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2866801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867853,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
2867968,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0
2868943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0
2869712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2869808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2869832,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0
2870076,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
2871907,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2872578,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
2874473,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0
2875741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2878027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2878076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2881327,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0
2884870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2885372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885492,0,0,0,0,0.2,0.2,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0
2885495,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2887380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2887846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2888630,0,0.25,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
2889360,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2889952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890784,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0
2890803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2891086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2891678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2891735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2892308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2892785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2893128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2893233,0,0,0,0,0,0,0,0,0,0.5714285714285714,0,0,0.14285714285714285,0,0.2857142857142857,0,0,0,0,0
